lit_id,lit_name,k_id,k_name
85107855740,Neurology and neuropsychiatry of COVID-19: A systematic review and meta-analysis of the early literature reveals frequent CNS manifestations and key emerging narratives,systematicreviews,systematic reviews
85118228599,Novelties in fuscosporellaceae (Fuscosporellales): Two new parafuscosporella from thailand revealed by morphology and phylogenetic analyses,phylogeny,Phylogeny
85109976345,Using Phylogeny Approach on Ethnobotanical Bioprospecting for Leading Antimalarial Plant-Based Drug Discovery,phylogeny,Phylogeny
85118228599,Novelties in fuscosporellaceae (Fuscosporellales): Two new parafuscosporella from thailand revealed by morphology and phylogenetic analyses,sordariomycetes,Sordariomycetes
85118228599,Novelties in fuscosporellaceae (Fuscosporellales): Two new parafuscosporella from thailand revealed by morphology and phylogenetic analyses,twonovelfreshwatermicrofungi,Two novel freshwater microfungi
85107980378,5-Step Self-Assessment Evaluation for Microvascular Patency in Non-Living Specimen,evaluation,Evaluation
85107980378,5-Step Self-Assessment Evaluation for Microvascular Patency in Non-Living Specimen,microsurgery,Microsurgery
85107980378,5-Step Self-Assessment Evaluation for Microvascular Patency in Non-Living Specimen,nonlivingspecimen,Non-living specimen
85107980378,5-Step Self-Assessment Evaluation for Microvascular Patency in Non-Living Specimen,patency,Patency
85116857847,Graphene oxide/doped polyindole/hydroxypropyl cellulose coated on interdigitated electrode as methanol sensor,chemicalsensor,Chemical sensor
85116857847,Graphene oxide/doped polyindole/hydroxypropyl cellulose coated on interdigitated electrode as methanol sensor,grapheneoxide,Graphene oxide
85116857847,Graphene oxide/doped polyindole/hydroxypropyl cellulose coated on interdigitated electrode as methanol sensor,hydroxypropylcellulose,Hydroxypropyl cellulose
85116857847,Graphene oxide/doped polyindole/hydroxypropyl cellulose coated on interdigitated electrode as methanol sensor,interdigitatedelectrode,Interdigitated electrode
85116857847,Graphene oxide/doped polyindole/hydroxypropyl cellulose coated on interdigitated electrode as methanol sensor,polymercomposite,Polymer composite
85117703305,CFD simulation and statistical experimental design analysis of core annular flow in T-junction and Y-junction for oil-water system,cfd,CFD
85117703305,CFD simulation and statistical experimental design analysis of core annular flow in T-junction and Y-junction for oil-water system,coreflow,Core-flow
85117703305,CFD simulation and statistical experimental design analysis of core annular flow in T-junction and Y-junction for oil-water system,oilwaterflow,Oil-water flow
85117703305,CFD simulation and statistical experimental design analysis of core annular flow in T-junction and Y-junction for oil-water system,tpipes,T-pipes
85117703305,CFD simulation and statistical experimental design analysis of core annular flow in T-junction and Y-junction for oil-water system,ypipes,Y-pipes
85107561210,"BAM15, a Mitochondrial Uncoupling Agent, Attenuates Inflammation in the LPS Injection Mouse Model: An Adjunctive Anti-Inflammation on Macrophages and Hepatocytes",bam15,BAM15
85107561210,"BAM15, a Mitochondrial Uncoupling Agent, Attenuates Inflammation in the LPS Injection Mouse Model: An Adjunctive Anti-Inflammation on Macrophages and Hepatocytes",macrophage,macrophage
85130636723,Alteration of macrophage immune phenotype in a murine sepsis model is associated with susceptibility to secondary fungal infection,macrophage,macrophage
85107561210,"BAM15, a Mitochondrial Uncoupling Agent, Attenuates Inflammation in the LPS Injection Mouse Model: An Adjunctive Anti-Inflammation on Macrophages and Hepatocytes",mitochondrialuncoupling,Mitochondrial uncoupling
85109072402,Microalgal feedstock for the production of omega-3 fatty acid ethyl esters and ɛ-polylysine,microalgae,Microalgae
85109072402,Microalgal feedstock for the production of omega-3 fatty acid ethyl esters and ɛ-polylysine,omega3fattyacids,Omega-3 fatty acids
85164674677,UV mutagenesis followed by hydrogen peroxide treatment ameliorates lipid production and omega-3 fatty acids levels in Chlorella sp.,omega3fattyacids,Omega-3 fatty acids
85109072402,Microalgal feedstock for the production of omega-3 fatty acid ethyl esters and ɛ-polylysine,potassiumcarbonate,Potassium carbonate
85109072402,Microalgal feedstock for the production of omega-3 fatty acid ethyl esters and ɛ-polylysine,ɛpolylysine,ɛ-polylysine
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,artificialintelligence,Artificial intelligence
85125426099,Improved image classification explainability with high-accuracy heatmaps,artificialintelligence,Artificial intelligence
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,cirrhosis,Cirrhosis
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,computerassisted,Computer-assisted
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,fattyliver,Fatty liver
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,liverfibrosis,Liver fibrosis
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,liversteatosis,Liver steatosis
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,nafld,NAFLD
85098798932,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,noninvasivediagnostictests,Non-invasive diagnostic tests
85123037733,Changes in Choroidal Vascularity Index (CVI) in Intermediate Uveitis,choroidalthickness,Choroidal thickness
85123037733,Changes in Choroidal Vascularity Index (CVI) in Intermediate Uveitis,choroidalvascularityindex,Choroidal vascularity index
85123037733,Changes in Choroidal Vascularity Index (CVI) in Intermediate Uveitis,enhanceddepthimaging,Enhanced depth imaging
85123037733,Changes in Choroidal Vascularity Index (CVI) in Intermediate Uveitis,intermediateuveitis,Intermediate uveitis
85123037733,Changes in Choroidal Vascularity Index (CVI) in Intermediate Uveitis,opticalcoherencetomography,Optical coherence tomography
85114796109,Effect of ultrasound-guided selective sensory nerve blockade of the knee on pain management compared with periarticular injection for patients undergoing total knee arthroplasty: A prospective randomized controlled trial,analgesia,Analgesia
85114796109,Effect of ultrasound-guided selective sensory nerve blockade of the knee on pain management compared with periarticular injection for patients undergoing total knee arthroplasty: A prospective randomized controlled trial,arthroplasty,Arthroplasty
85114796109,Effect of ultrasound-guided selective sensory nerve blockade of the knee on pain management compared with periarticular injection for patients undergoing total knee arthroplasty: A prospective randomized controlled trial,kneereplacement,Knee replacement
85114796109,Effect of ultrasound-guided selective sensory nerve blockade of the knee on pain management compared with periarticular injection for patients undergoing total knee arthroplasty: A prospective randomized controlled trial,nerveblock,Nerve block
85114796109,Effect of ultrasound-guided selective sensory nerve blockade of the knee on pain management compared with periarticular injection for patients undergoing total knee arthroplasty: A prospective randomized controlled trial,painmanagement,Pain management
85062870801,Effectiveness of cold therapy in reducing acute pain among persons with cardiac surgery: A randomized control trial,painmanagement,Pain management
85116440953,Case Report: An Atypical Angelman Syndrome Case With Obesity and Fulfilled Autism Spectrum Disorder Identified by Microarray,angelmansyndrome,angelman syndrome
85116440953,Case Report: An Atypical Angelman Syndrome Case With Obesity and Fulfilled Autism Spectrum Disorder Identified by Microarray,autism,autism
85116440953,Case Report: An Atypical Angelman Syndrome Case With Obesity and Fulfilled Autism Spectrum Disorder Identified by Microarray,methylationspecificpcr,methylation-specific PCR
85116440953,Case Report: An Atypical Angelman Syndrome Case With Obesity and Fulfilled Autism Spectrum Disorder Identified by Microarray,microarray,microarray
85116440953,Case Report: An Atypical Angelman Syndrome Case With Obesity and Fulfilled Autism Spectrum Disorder Identified by Microarray,uniparentaldisomy,uniparental disomy
85121719004,Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,bioactivecompound,Bioactive compound
85121719004,Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,functionalfood,functional food
85121719004,Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,gammaoryzanol,gamma-oryzanol
85121719004,Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,nutrition,nutrition
85121719004,Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,protein,protein
85121719004,Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,ricebran,rice bran
85113535269,Strongly coupled tungsten oxide/carbide heterogeneous hybrid for ultrastable aqueous rocking‐chair zinc-ion batteries,aqueouszincionbattery,Aqueous zinc-ion battery
85113535269,Strongly coupled tungsten oxide/carbide heterogeneous hybrid for ultrastable aqueous rocking‐chair zinc-ion batteries,intercalatedanode,Intercalated anode
85113535269,Strongly coupled tungsten oxide/carbide heterogeneous hybrid for ultrastable aqueous rocking‐chair zinc-ion batteries,rockingchairzibs,Rocking-chair ZIBs
85113535269,Strongly coupled tungsten oxide/carbide heterogeneous hybrid for ultrastable aqueous rocking‐chair zinc-ion batteries,wo3/wcheterogeneoushybrid,WO3/WC heterogeneous hybrid
85121575632,"Histological and ultrastructural characterization of the gonads of the grunting toadfish allenbatrachus grunniens (Linnaeus, 1758) from the pranburi river estuary, Thailand",batrachoididae,Batrachoididae
85121575632,"Histological and ultrastructural characterization of the gonads of the grunting toadfish allenbatrachus grunniens (Linnaeus, 1758) from the pranburi river estuary, Thailand",oocytes,Oocytes
85121575632,"Histological and ultrastructural characterization of the gonads of the grunting toadfish allenbatrachus grunniens (Linnaeus, 1758) from the pranburi river estuary, Thailand",reproductivecycle,Reproductive cycle
85121575632,"Histological and ultrastructural characterization of the gonads of the grunting toadfish allenbatrachus grunniens (Linnaeus, 1758) from the pranburi river estuary, Thailand",sperm,Sperm
85107229225,Boar sperm production in a tropical environment,sperm,Sperm
85112751314,"Immunogenicity and Safety of AS03-adjuvanted H5N1 Influenza Vaccine in Children 6-35 Months of Age: Results From a Phase 2, Randomized, Observer-blind, Multicenter, Dose-ranging Study",as03,AS03
85112751314,"Immunogenicity and Safety of AS03-adjuvanted H5N1 Influenza Vaccine in Children 6-35 Months of Age: Results From a Phase 2, Randomized, Observer-blind, Multicenter, Dose-ranging Study",dosefinding,dose finding
85112751314,"Immunogenicity and Safety of AS03-adjuvanted H5N1 Influenza Vaccine in Children 6-35 Months of Age: Results From a Phase 2, Randomized, Observer-blind, Multicenter, Dose-ranging Study",h5n1,H5N1
85112751314,"Immunogenicity and Safety of AS03-adjuvanted H5N1 Influenza Vaccine in Children 6-35 Months of Age: Results From a Phase 2, Randomized, Observer-blind, Multicenter, Dose-ranging Study",influenzavaccine,influenza vaccine
85120696092,Management of post cholecystectomy bile duct injury: Pertinent factors contributing to good surgical outcomes,bileductinjury,Bile duct injury
85120696092,Management of post cholecystectomy bile duct injury: Pertinent factors contributing to good surgical outcomes,cholecystectomy,Cholecystectomy
85120696092,Management of post cholecystectomy bile duct injury: Pertinent factors contributing to good surgical outcomes,surgicalmanagement,Surgical management
85119381293,Vascular pythiosis caused by Pythium aphanidermatum: the first case report in Asia,pythiosis,pythiosis
85050945318,Monitoring anti-pythium insidiosum IgG antibodies and (1¡3)-D-Glucan in vascular pythiosis,pythiosis,pythiosis
85050919447,High-resolution melting analysis: A novel approach for clade differentiation in Pythium insidiosum and pythiosis,pythiosis,pythiosis
85119381293,Vascular pythiosis caused by Pythium aphanidermatum: the first case report in Asia,pythium,Pythium
85119381293,Vascular pythiosis caused by Pythium aphanidermatum: the first case report in Asia,pythiumaphanidermatum,Pythium aphanidermatum
85119381293,Vascular pythiosis caused by Pythium aphanidermatum: the first case report in Asia,pythiuminsidiosum,Pythium insidiosum
85050919447,High-resolution melting analysis: A novel approach for clade differentiation in Pythium insidiosum and pythiosis,pythiuminsidiosum,Pythium insidiosum
85114453441,The dynamics of commingled production,commingledproduction,Commingled production
85114453441,The dynamics of commingled production,perforation,Perforation
85114453441,The dynamics of commingled production,productionlogging,Production logging
85114453441,The dynamics of commingled production,watershutoff,Water shut-off
85118848310,Repurposing of high-dose erythropoietin as a potential drug attenuates sepsis in preconditioning renal injury,cecalligationandpuncture,Cecal ligation and puncture
85118848310,Repurposing of high-dose erythropoietin as a potential drug attenuates sepsis in preconditioning renal injury,erythropoietin,Erythropoietin
85118848310,Repurposing of high-dose erythropoietin as a potential drug attenuates sepsis in preconditioning renal injury,macrophages,macrophages
85145345425,cGAS deficiency enhances inflammasome activation in macrophages and inflammatory pathology in pristane-induced lupus,macrophages,macrophages
85164025554,"Less Severe Polymicrobial Sepsis in Conditional mgmt-Deleted Mice Using LysM-Cre System, Impacts of DNA Methylation and MGMT Inhibitor in Sepsis",macrophages,macrophages
85118848310,Repurposing of high-dose erythropoietin as a potential drug attenuates sepsis in preconditioning renal injury,mortalityrate,Mortality rate
85112131168,Effects of dam construction in the wang river on sediment regimes in the chao phraya river basin,bedload,Bedload
85112131168,Effects of dam construction in the wang river on sediment regimes in the chao phraya river basin,humanactivity,Human activity
85112131168,Effects of dam construction in the wang river on sediment regimes in the chao phraya river basin,riverinesedimentprocesses,Riverine sediment processes
85112131168,Effects of dam construction in the wang river on sediment regimes in the chao phraya river basin,sedimentload,Sediment load
85112131168,Effects of dam construction in the wang river on sediment regimes in the chao phraya river basin,suspendedsedimentload,Suspended sediment load
85118275963,Imipenem dosing recommendations for patients undergoing continuous renal replacement therapy: systematic review and Monte Carlo simulations,aki,AKI
85118275963,Imipenem dosing recommendations for patients undergoing continuous renal replacement therapy: systematic review and Monte Carlo simulations,criticallyillpatients,Critically ill patients
85118275963,Imipenem dosing recommendations for patients undergoing continuous renal replacement therapy: systematic review and Monte Carlo simulations,crrt,CRRT
85118275963,Imipenem dosing recommendations for patients undergoing continuous renal replacement therapy: systematic review and Monte Carlo simulations,drugdosing,Drug dosing
85118275963,Imipenem dosing recommendations for patients undergoing continuous renal replacement therapy: systematic review and Monte Carlo simulations,imipenem,Imipenem
85114788897,Intradermal ChAdOX1 vaccine following two coronavac shots: A case report,chadox1s,ChAdOx1-S
85114788897,Intradermal ChAdOX1 vaccine following two coronavac shots: A case report,coronavac,CoronaVac
85114788897,Intradermal ChAdOX1 vaccine following two coronavac shots: A case report,covid19vaccines,COVID-19 vaccines
85153771104,Myocarditis and Pericarditis following COVID-19 Vaccination in Thailand,covid19vaccines,COVID-19 vaccines
85114788897,Intradermal ChAdOX1 vaccine following two coronavac shots: A case report,intradermalinjections,Intradermal injections
85114788897,Intradermal ChAdOX1 vaccine following two coronavac shots: A case report,intramuscularinjections,Intramuscular injections
85115116426,Sintering behavior and mechanical properties of hydroxyapatite ceramics prepared from Nile Tilapia (Oreochromis niloticus) bone and commercial powder for biomedical applications,biomaterial,Biomaterial
85115116426,Sintering behavior and mechanical properties of hydroxyapatite ceramics prepared from Nile Tilapia (Oreochromis niloticus) bone and commercial powder for biomedical applications,boneengineering,Bone engineering
85115116426,Sintering behavior and mechanical properties of hydroxyapatite ceramics prepared from Nile Tilapia (Oreochromis niloticus) bone and commercial powder for biomedical applications,exafs,EXAFS
85115116426,Sintering behavior and mechanical properties of hydroxyapatite ceramics prepared from Nile Tilapia (Oreochromis niloticus) bone and commercial powder for biomedical applications,fishbone,Fish bone
85121040064,Asia pacific stroke organization,education,education
85056354694,AFOMP policy number 6: code of ethics for medical physicists in AFOMP Countries,education,education
85047194755,Feminising the workforce in ageing East Asia? The potential of skilled female labour in four advanced economies,education,education
85150923345,"Knowledge, Moral Attitude, and Practice of Nursing Students Toward Abortion",education,education
85147931011,Education and Geriatric Depression in Vietnam: Investigating Gender Differences Using Path Analysis,education,education
85121040064,Asia pacific stroke organization,healthpolicy,health policy
85092075687,Peritoneal Dialysis Use and Practice Patterns: An International Survey Study,healthpolicy,health policy
85131714277,Identifying and understanding challenges to inform new approaches to improve vaccination rates: A qualitative study in Indonesia,healthpolicy,health policy
85121040064,Asia pacific stroke organization,language,Language
85121040064,Asia pacific stroke organization,organizations,Organizations
85121040064,Asia pacific stroke organization,update,Update
85122707686,Significantly reinforced and long serviceable acrylonitrile butadiene rubber/graphitic carbon nitride composites for future industrial applications,acrylonitrilebutadienerubber,Acrylonitrile butadiene rubber
85122707686,Significantly reinforced and long serviceable acrylonitrile butadiene rubber/graphitic carbon nitride composites for future industrial applications,filler,Filler
85122707686,Significantly reinforced and long serviceable acrylonitrile butadiene rubber/graphitic carbon nitride composites for future industrial applications,graphiticcarbonnitride,Graphitic carbon nitride
85122707686,Significantly reinforced and long serviceable acrylonitrile butadiene rubber/graphitic carbon nitride composites for future industrial applications,thermalaging,Thermal aging
85105196506,"Effects of large volume, isotonic nasal saline irrigation for acute rhinosinusitis: a randomized controlled study",endoscopy,endoscopy
85105196506,"Effects of large volume, isotonic nasal saline irrigation for acute rhinosinusitis: a randomized controlled study",nasallavage,nasal lavage
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,nasallavage,nasal lavage
85105196506,"Effects of large volume, isotonic nasal saline irrigation for acute rhinosinusitis: a randomized controlled study",salinesolution,saline solution
85105196506,"Effects of large volume, isotonic nasal saline irrigation for acute rhinosinusitis: a randomized controlled study",sinonasaloutcometest,sinonasal outcome test
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,sinonasaloutcometest,sinonasal outcome test
85105196506,"Effects of large volume, isotonic nasal saline irrigation for acute rhinosinusitis: a randomized controlled study",sinusitis,sinusitis
85146937051,Carolyn's Window Approach to Unilateral Frontal Sinus Surgery,sinusitis,sinusitis
85118311286,Toward Integrated Multi-Omics Intervention: Rice Trait Improvement and Stress Management,genomics,genomics
85158948061,Editorial: Contemporary Views on the Genetics of Dental and Craniofacial Anomalies,genomics,genomics
85118311286,Toward Integrated Multi-Omics Intervention: Rice Trait Improvement and Stress Management,omics,omics
85118311286,Toward Integrated Multi-Omics Intervention: Rice Trait Improvement and Stress Management,proteomics,Proteomics
85102773981,Salivary Proteomic Analysis of Canine Oral Melanoma by MALDI-TOF Mass Spectrometry and LC-Mass Spectrometry/Mass Spectrometry,proteomics,Proteomics
85137008512,"Analysis of Protein Protein Interactions Identifies NECTIN2 as a Target of N,N-Bis (5-Ethyl-2-hydroxybenzyl) Methylamine for Inhibition of Lung Cancer Metastasis",proteomics,Proteomics
85118311286,Toward Integrated Multi-Omics Intervention: Rice Trait Improvement and Stress Management,transcriptomics,transcriptomics
85167608381,"Editorial: Integrative analysis approaches for understanding plant metabolism, metabolite, chemodiversity and their respective regulation",transcriptomics,transcriptomics
85108068840,Interaction fingerprint of transmembrane segments in voltage sensor domains,contactmap,Contact map
85108068840,Interaction fingerprint of transmembrane segments in voltage sensor domains,intersegmentinteractions,Inter-segment interactions
85108068840,Interaction fingerprint of transmembrane segments in voltage sensor domains,nonbondenergy,Nonbond energy
85108068840,Interaction fingerprint of transmembrane segments in voltage sensor domains,voltagesensordomain,Voltage sensor domain
85108068840,Interaction fingerprint of transmembrane segments in voltage sensor domains,vsd,VSD
85132163592,Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,electronicproduct,Electronic product
85132163592,Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,greenindustry,Green industry
85101186582,Strategic implementation to enhance green industry practices in smes: Lesson learned from Thailand,greenindustry,Green industry
85132163592,Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,sem,SEM
85132163592,Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,smallandmediumenterprises,Small and medium enterprises
85101186582,Strategic implementation to enhance green industry practices in smes: Lesson learned from Thailand,smallandmediumenterprises,Small and medium enterprises
85132163592,Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,smes,SMEs
85132163592,Critical Factors and Their Correlation Affecting Green Industry Performance: Evidences from Small and Medium Enterprises,structuralequationmodel,Structural equation model
85121853632,Does mandatory corporate social responsibility disclosure affect share price responses to earnings announcements? Evidence from China,china,China
85103990516,China and Mekong regionalism: A reappraisal of the formation of Lancang-Mekong Cooperation,china,China
85131376634,When are Islands not Islands: The Problems of Establishing Sovereignty Over the Senkaku / Diaoyu Islands,china,China
85121853632,Does mandatory corporate social responsibility disclosure affect share price responses to earnings announcements? Evidence from China,corporatesocialresponsibility,Corporate social responsibility
85150305261,Creating inclusion for transwomen at work through corporate social responsibility: The contributions of Bandhu in Bangladesh,corporatesocialresponsibility,Corporate social responsibility
85121853632,Does mandatory corporate social responsibility disclosure affect share price responses to earnings announcements? Evidence from China,disclosureregulation,Disclosure regulation
85152440681,Market reactions to timing and information of mandatory disclosures,disclosureregulation,Disclosure regulation
85121853632,Does mandatory corporate social responsibility disclosure affect share price responses to earnings announcements? Evidence from China,earningsresponsecoefficient,Earnings response coefficient
85121853632,Does mandatory corporate social responsibility disclosure affect share price responses to earnings announcements? Evidence from China,postearningsannouncementdrift,Post-earnings announcement drift
85105599444,Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression,immuneregulatory,Immune regulatory
85105599444,Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression,immunesystem,Immune system
85105599444,Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression,mooddisorders,Mood disorders
85044545374,The Endoplasmic Reticulum Stress Response in Neuroprogressive Diseases: Emerging Pathophysiological Role and Translational Implications,mooddisorders,Mood disorders
85105599444,Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression,neuroprogression,Neuroprogression
85044545374,The Endoplasmic Reticulum Stress Response in Neuroprogressive Diseases: Emerging Pathophysiological Role and Translational Implications,neuroprogression,Neuroprogression
85105599444,Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression,neuroscience,Neuroscience
85119428178,Short Practical Regimen of Acupuncture for Melasma: A Prospective Cohort Study in a Tertiary Hospital in Thailand,acupuncturetherapy,acupuncture–therapy
85119428178,Short Practical Regimen of Acupuncture for Melasma: A Prospective Cohort Study in a Tertiary Hospital in Thailand,doseresponse,dose–response
85119428178,Short Practical Regimen of Acupuncture for Melasma: A Prospective Cohort Study in a Tertiary Hospital in Thailand,melasma,melasma
85119428178,Short Practical Regimen of Acupuncture for Melasma: A Prospective Cohort Study in a Tertiary Hospital in Thailand,melasmaareaandseverityindex,melasma area and severity index
85115279177,Global Respiratory Syncytial Virus-Related Infant Community Deaths,communitydeath,community death
85115279177,Global Respiratory Syncytial Virus-Related Infant Community Deaths,lowerrespiratorytractinfection,lower respiratory tract infection
85115279177,Global Respiratory Syncytial Virus-Related Infant Community Deaths,respiratorysyncytialvirus,respiratory syncytial virus
85098332405,Pathogenesis of Thai duck Tembusu virus in BALB/c mice: Descending infection and neuroinvasive virulence,balb/cmice,BALB/c mice
85098332405,Pathogenesis of Thai duck Tembusu virus in BALB/c mice: Descending infection and neuroinvasive virulence,virusdistribution,virus distribution
85114459930,Simulation of process structure and operating parameters on the efficiency of the chemical looping combustion combined with humid air turbine cycle using statistical experimental design,chemicalloopingcombustion,Chemical looping combustion
85114459930,Simulation of process structure and operating parameters on the efficiency of the chemical looping combustion combined with humid air turbine cycle using statistical experimental design,hatcycle,HAT cycle
85114459930,Simulation of process structure and operating parameters on the efficiency of the chemical looping combustion combined with humid air turbine cycle using statistical experimental design,multistagecompressoroperation,Multistage compressor operation
85114459930,Simulation of process structure and operating parameters on the efficiency of the chemical looping combustion combined with humid air turbine cycle using statistical experimental design,nioxygencarrier,Ni oxygen carrier
85114459930,Simulation of process structure and operating parameters on the efficiency of the chemical looping combustion combined with humid air turbine cycle using statistical experimental design,optimizelhvefficiency,Optimize LHV efficiency
85114459930,Simulation of process structure and operating parameters on the efficiency of the chemical looping combustion combined with humid air turbine cycle using statistical experimental design,powergeneration,Power generation
85118418553,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,akt,Akt
85118418553,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,cmyc,C-Myc
85118418553,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,cancerstemcell,Cancer stem cell
85118418553,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,mtor,MTOR
85118418553,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,nanog,Nanog
85118418553,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,oct4,Oct4
85118418553,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc,sox2,Sox2
85110299405,"Electrocolorimetric gel-based sensing approach for simultaneous extraction, preconcentration, and detection of iodide and chromium (VI) ions",agarosegel,Agarose gel
85110299405,"Electrocolorimetric gel-based sensing approach for simultaneous extraction, preconcentration, and detection of iodide and chromium (VI) ions",electrocolorimetricsensingapproach,Electrocolorimetric sensing approach
85110299405,"Electrocolorimetric gel-based sensing approach for simultaneous extraction, preconcentration, and detection of iodide and chromium (VI) ions",electromembraneextraction,Electromembrane extraction
85110299405,"Electrocolorimetric gel-based sensing approach for simultaneous extraction, preconcentration, and detection of iodide and chromium (VI) ions",iodideandchromium,Iodide and chromium
85120075965,In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,asiaticacid,Asiatic acid
85120075965,In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,cytotoxicitystudy,Cytotoxicity study
85120075965,In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,invivoanimalstudy,In vivo animal study
85120075965,In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,polynisopropylacrylamide,Poly(N-isopropylacrylamide)
85120075965,In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,stabilitystudy,Stability study
85120075965,In vivo biocompatible self-assembled nanogel based on hyaluronic acid for aqueous solubility and stability enhancement of asiatic acid,thermoresponsivenanogel,Thermoresponsive nanogel
85099152835,Self-assembled thermoresponsive nanogel from grafted hyaluronic acid as a biocompatible delivery platform for curcumin with enhanced drug loading and biological activities,thermoresponsivenanogel,Thermoresponsive nanogel
85119610168,Multiple and high-risk clones of extended-spectrum cephalosporin-resistant and blandm-5-harbouring uropathogenic escherichia coli from cats and dogs in thailand,blactxm,BlaCTX-M
85119610168,Multiple and high-risk clones of extended-spectrum cephalosporin-resistant and blandm-5-harbouring uropathogenic escherichia coli from cats and dogs in thailand,carbapenemase,Carbapenemase
85119610168,Multiple and high-risk clones of extended-spectrum cephalosporin-resistant and blandm-5-harbouring uropathogenic escherichia coli from cats and dogs in thailand,clones,Clones
85119610168,Multiple and high-risk clones of extended-spectrum cephalosporin-resistant and blandm-5-harbouring uropathogenic escherichia coli from cats and dogs in thailand,pet,Pet
85107049387,Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,deamidation,deamidation
85107049387,Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,engineeredcolloids,engineered colloids
85107049387,Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,foodprotein,food protein
85107049387,Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,functionality,functionality
85107049387,Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,proteinmodification,protein modification
85107049387,Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,proteinglutaminase,protein-glutaminase
85123002433,A Study on the Single Caprylic Acid Fractionation and Centrifugal Separation of Equine Rabies Immunoglobulin,caprylicacidprecipitation,Caprylic acid precipitation
85123002433,A Study on the Single Caprylic Acid Fractionation and Centrifugal Separation of Equine Rabies Immunoglobulin,centralcompositedesign,Central composite design
85097598013,Data-driven prediction of biomass pyrolysis pathways toward phenolic and aromatic products,centralcompositedesign,Central composite design
85123002433,A Study on the Single Caprylic Acid Fractionation and Centrifugal Separation of Equine Rabies Immunoglobulin,centrifugalseparation,Centrifugal separation
