id,Organization,Literature
60117835,"College of Energy Engineering, Zhejiang University",1
60031106,Univerza v Ljubljani,2
60024978,University of Utah School of Medicine,1
60015723,Prince Sultan University,1
60108493,"Maladies Infectieuses et Vecteurs : Écologie, Génétique, Évolution et Contrôle",1
60198721,Izmir Bakircay University,58
60108578,Debreceni Egyetem Informatikai Kar,58
60107631,University of Petroleum and Energy Studies,58
60070851,Yerevan State University,57
60165526,University Dental Hospital,1
60033061,Tufts University School of Dental Medicine,1
60031146,Baptist Health South Florida,1
60002636,Universidad Andrés Bello,2
60000811,Eastman Institute for Oral Health,1
60088314,"The Faculty of Medicine, Health and Human Sciences",8
60003674,L'Observatoire de Paris,1
101586012,Srithanya Psychiatric Hospital,1
60071440,Mindanao State University – Iligan Institute of Technology,1
60027841,Akita University,1
60031846,University of South Australia,1
60274283,Satellite Healthcare,1
60190629,Griffith Health,1
60171766,College of Life Sciences,1
60159959,University Institute of Maia,1
60105825,Alberta Health Services,1
60015760,Pontifícia Universidade Católica do Rio Grande do Sul,1
60011664,University of Wollongong,1
60009697,University of Manitoba,1
127589237,The Global Renal Exercise Network Patient Engagement Council,1
126812400,University Center ICESP,1
125172149,Warren-Charnock Associates,1
118605702,Chronic Disease Innovation Centre,1
100918395,Manitoba Renal Program,1
60003411,Thaksin University,1
129611546,Maritim University of Raja Ali Haji,1
114344758,National Science Technology and Innovation Policy Office (STI),1
60071189,Bahir Dar University,1
129575167,USAMD-AFRIMS,2
124583530,Genevant Sciences Corporation,1
119943544,Ltd.,1
129321297,Thai Clinical Psychologist Association,1
60204324,Medizinische Fakultät Münster,1
60138561,Papa Giovanni XXIII Hospital,1
60032451,Hospital Universitari i Politècnic La Fe,1
60009466,Hospital de La Santa Creu I Sant Pau,1
117582057,Complejo Hospitalario de Navarra,1
116404354,University Hospital SAS of Jerez,1
60193849,Samsun University,1
60112757,Excelia Business School,1
60109544,Hawler Medical University,1
60002350,Taipei Medical University Hospital,1
60211822,College of Medicine,1
60211567,School of Medicine,2
119875610,VOICES-Thailand Foundation,1
60031984,"Università Cattolica del Sacro Cuore, Campus di Roma",1
122818768,Amsterdam UMC,1
112607885,Center for Rhinology and Allergology,1
60104946,Cornell University College of Engineering,1
60084619,University of Science and Technology Liaoning,1
60083602,Institut Européen des Membranes UMR5635,2
60085627,Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie,1
60016418,University of York,1
128565560,Tien Giang University,1
60009330,"Immunosciences Laboratories, Inc.",1
128153143,Cyrex Labs LLC,1
60069923,Vetsuisse-Fakultät,2
60014059,Martin-Luther-Universität Halle-Wittenberg,1
60008991,Sabancı Üniversitesi,1
60000986,University of Massachusetts Chan Medical School,2
106713902,Theptarin Hospital,1
60194976,KEM Hospital,1
60060593,Faculty of Medicine sousse,1
60021323,Jagiellonian University Medical College,1
60160274,Liverpool University Hospitals NHS Foundation Trust,1
60109396,"JSS Medical College &amp; Hospital, Mysuru",1
60107466,King Abdulaziz Medical City - Riyadh,1
60106663,RCSI &amp; UCD Malaysia Campus,1
60087331,Centre Hospitalier Universitaire de Annaba,1
60080663,Guangzhou Institute of Repiratory Disease,1
60079962,University of Cape Town Lung Institute,1
60072678,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,1
60072128,University of Tirana,1
60072094,University of Abomey-Calavi,1
60071706,"The University of the West Indies, St. Augustine Campus",1
60071108,Medical Research Institute Colombo,1
60070914,Hopital General de Douala,1
60068891,Tartu Ülikooli Kliinikum,1
60032259,Università degli Studi di Cagliari,1
60027989,Det Medisinske Fakultet,1
60024052,Hannover Medical School,1
60019158,Woolcock Institute of Medical Research,1
60016733,Oregon Health &amp; Science University,1
60015941,University of Kentucky,1
60015521,Kaiser Permanente Center for Health Research,1
60011524,Sher-I-Kashmir Institute of Medical Sciences,1
60011031,Obafemi Awolowo University,1
60010719,National Heart and Lung Institute,1
60008935,BRAC University,1
60007895,Maastricht Universitair Medisch Centrum+,1
60005035,Ludwig Boltzmann Institute,1
60002278,Çukurova Üniversitesi Tip Fakültesi,1
60000050,Royal College of Surgeons in Ireland,1
129270367,Faculté de Médecine Annaba,1
127378776,Unit of Teaching and Research in Occupational and Environmental Health,1
127269102,Centre de Recherches Médicales de Lambaréné,1
124648242,Pulmocare Research and Education (PURE) Foundation,1
124581149,Recherche Clinique et Santé Communautaire,1
114820939,Philippine College of Chest Physicians,1
113420825,Epidemiological Laboratory,1
112842321,Chest Research Foundation,1
109942679,Saudi Thoracic Society,1
106945162,National Centre of Cardiology and Internal Medicine,1
106587565,Indian Institute of Environmental Medicine,1
101496565,Portuguese Society of Pneumology,1
100311889,Latter Day Saints Hospital,1
60212767,"COMSATS University Islamabad, Sahiwal Campus",1
126217869,COMSATS University Islamabad,1
60030443,Thayer School of Engineering at Dartmouth,1
60008555,Politechnika Poznanska,1
60095147,Ganpat University,1
60111820,Gujarat Technological University,1
60025960,Korea Institute of Science and Technology,1
60032789,University of Sunderland,1
60122377,School of Medicine,1
60084261,Siemens USA,1
60028673,Siemens AG,1
60008872,China Medical University Shenyang,1
60005412,Institute of Himalayan Bioresource Technology India,1
129124250,Directorate of Veterinary Medicine,1
126218162,Interdisciplinary Center for Aquaculture Research (INCAR),1
60121202,Departement Beeldvorming &amp; Pathologie,2
60015322,"L'Institut de Santé Globale, Genève",1
60009963,Hôpitaux Universitaires de Genève,1
60171764,Bristol Medical School,1
60000020,University Hospital of Wales,1
124984716,University College Hospital,1
60026857,Geological Survey of Japan,1
60015356,University of Tasmania,2
129270244,Akara Resources Public Company Limited,1
60109606,Saveetha Institute of Medical and Technical Sciences,1
60107234,Fundación Universitaria del Área Andina,1
60015595,Universität Bielefeld,1
60253271,Hellenic American University,1
60123084,"Laboratoire Cognition, Langues, Langage, Ergonomie",1
60116188,EGADE Business School,1
60112467,Ono Academic College,1
60109815,Polissia National University,1
60106167,"Faculdade de Psicologia, Universidade de Lisboa",1
60105533,"Laboratoire de Psychologie : Cognition, Comportement, Communication (LP3C)",1
60105232,ShanghaiTech University,1
60104395,Uluslararası Kıbrıs Üniversitesi,1
60103797,Universitas Pendidikan Indonesia,1
60082121,Kazimierz Wielki University in Bydgoszcz,1
60072734,Al-Azhar University of Gaza,1
60071676,Makerere University,1
60071397,Trường Đại học Sư phạm Hà Nội,1
60071323,Eastern Mediterranean University,1
60071043,Latvijas Universitāte,1
60068801,University of Novi Sad,1
60032307,Hellenic Mediterranean University,1
60031120,Universidad de las Américas Puebla,1
60030992,"California State University, East Bay",1
60030035,Budapest University of Technology and Economics,1
60029170,Lunds Universitet,1
60029111,Kadir Has Üniversitesi,1
60027863,Université du Québec à Montréal,1
60024421,Uniwersytet Warminsko-Mazurski w Olsztynie,1
60024147,The Bulgarian Academy of Sciences,1
60023588,Universitat Basel,1
60023137,Taras Shevchenko National University of Kyiv,1
60022457,Universität Graz,1
60018029,National Tsing Hua University,1
60017919,The Education University of Hong Kong,1
60017326,Coventry University,1
60017145,Tilburg University,1
60016551,Károli Gáspár Református Egyetem,1
60011671,Instytut Psychologii Polskiej Akademii Nauk,1
60011324,Universidade Federal da Paraíba,1
60010348,Universitetet i Oslo,2
60005437,Idaho State University,1
60003942,Universidad Adolfo Ibáñez,1
60003865,Universidade Catolica de Goias,1
60001563,Universidad de Buenos Aires,1
60001524,University of Crete,1
60000434,Universitatea de Vest din Timișoara,1
129211041,Univeritas Ahmad Dahlan,1
129210962,Ritsumeikan University,1
129210909,Busara Center for Behavioral Economics,1
129210885,University of Campania,1
129210813,Lingnan University,1
125632422,Universidad Católica Bolviana,2
124212166,University of Connecticut,1
122976312,University of Alabama,1
122280478,Saints Cyril and Methodius University of Skopje,1
106704511,Jnana Prabodihini's Institute of Psychology,1
100978498,Government of Pakistan,2
60119319,Graduate School of Agriculture,1
60118640,Melbourne School of Psychological Sciences,1
60101854,Ontario Institute for Cancer Research,1
60022577,Roswell Park Cancer Institute,1
60005447,MUSC College of Medicine,1
60087287,Neijiang Normal University,1
60024617,Hunan University of Science and Technology,1
60023760,Auckland University of Technology,1
60199609,"College of Medicine, University of Ibadan",1
60120280,Neurosciences Research Center,1
60117973,Federal Center of Brain Research and Neurotechnologies of the FMBA of Russia,1
60103893,Research Center of Neurology,1
60099622,National Heart Foundation of New Zealand,1
60085172,"Ministerstwo Zdrowia, Poland",1
60082336,"University of New South Wales Faculty of Medicine, School of Psychiatry",1
60078830,Faculty of Medical and Health Sciences,1
60073628,Huashan Hospital,1
60071274,Institute of Human Behaviour &amp; Allied Sciences,1
60069372,Hospital Moinhos de Vento,1
60068908,University Hospital in Ostrava,1
60068899,Fakultní Nemocnice u Sv. Anny v Brně,1
60031678,Christchurch Hospital New Zealand,1
60029855,Luton and Dunstable University Hospital,1
60029805,Sunshine Hospital,1
60027621,Menzies Institute for Medical Research,1
60025525,Universität Konstanz,1
60025076,National Neuroscience Institute of Singapore,1
60023757,General Hospital Sveti Duh,1
60018486,Institute of Automation Chinese Academy of Sciences,1
60018368,Sveučilište Josipa Jurja Strossmayera u Osijeku,1
60015138,University of Nottingham,1
60014248,Selçuk Tip Fakültesi,1
60014077,Skånes Universitetssjukhus,1
60012304,Guru Gobind Singh Indraprastha University,1
60011735,Ballarat Health Services,1
60009790,"All India Institute of Medical Sciences, New Delhi",1
60009702,Hrvatska akademija znanosti i umjetnosti,1
60009587,Cambridge Institute of Public Health,1
60006469,Universidad del Desarrollo,1
60005828,Medical University-Varna,1
60004424,The University of Waikato,1
60004038,Donau-Universität Krems,1
60001801,Prince of Wales Hospital,1
60001001,Broad Institute,1
60000817,Hospital Geral de Santo António,1
130165620,All Life Institute,1
130164888,Three Kings Accident and Medical Clinic,1
130164590,Iwi United Engagement Limited,1
129001864,Te Whatu Ora – Health New Zealand,1
127612361,Whangārei in Tai Tokerau Northland,1
125183889,Division of Country Health Programme,1
123051855,Venlo University B.V,1
122849860,WHO Country Office,1
120638940,Perron Institute for Neurological and Translational Science,1
112993206,Counties Manukau Health,1
112905279,BLK Super Speciality Hospital,1
100517751,Waitemata Health,1
60072305,Universitätsklinikum Düsseldorf,1
60025310,Heinrich-Heine-Universität Düsseldorf,1
60013671,Penn State Health Milton S. Hershey Medical Center,1
101083355,Lam Dong Medical College,1
60094571,Lovely Professional University,2
60118242,"Department of Precision and Microsystems Engineering, TU Delft",1
60025306,"International Health Policy Program, Thailand",1
60078212,"University of Agriculture, Faisalabad",1
124781560,Directorate of Commerce Education and Management Sciences,1
114447536,Thailand National Quitline,2
60089655,"Institute of Space Technology, Islamabad",1
60019838,University of Florida College of Nursing,3
60002829,IU School of Nursing,3
128207370,Politeknik Kesehatan Kementrian Kesehatan Pangkal Pinang,1
60033150,Universitatea de Medicina si Farmacie Carol Davila din Bucuresti,1
60016433,Tzu Chi University,1
123896827,AdRes,1
116581287,Buddhist Tzu Chi Medical Foundation,1
60204351,School of Medicine,2
60138781,University of Puthisastra,1
60106557,Sikkim Manipal Institute of Medical Sciences,1
60089816,"Hunter Medical Research Institute, Australia",1
60017880,Universiti Malaysia Sabah,2
60013980,CICECO – Instituto de Materiais de Aveiro,1
60008235,Shahid Sadoughi University of Medical Sciences,1
100841533,University of Development Alternative,2
100370674,Delhi Pharmaceutical Sciences and Research University,1
60069381,IPB University,1
60102426,Xi'an Jiaotong-Liverpool University,1
60029608,Institute of Zoology Chinese Academy of Sciences,2
60024232,University of Calcutta,1
60000763,Andong National University,1
60271620,Universidade Federal do Sul da Bahia,1
60268325,Shandong University of Political Science and Law,1
60120700,Universidad Nacional de Río Negro,1
60117421,Staatliches Museum für Naturkunde Stuttgart,2
60114771,Singapore Botanic Gardens,1
60105868,Central University of Kerala,1
60103629,Indian Institute of Science Education and Research Thiruvananthapuram,1
60102081,Beijing Academy of Agriculture and Forestry Sciences,1
60088062,Mianyang Normal University,1
60087826,Ministry of Agriculture of the People's Republic of China,1
60085823,Ontario Agricultural College,1
60083515,Yunnan Agricultural Academy,1
60077404,Bioversity International,1
60072843,Royal University of Bhutan's Sherubtse College,1
60072267,"Far Eastern Branch, Russian Academy of Sciences",1
60024063,University of Massachusetts Boston,1
60020256,Capital Normal University,1
60020127,Forest Research Institute Malaysia,1
60019683,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,1
60018208,Washington State University Pullman,1
60017220,Radford University,1
60013551,China Agricultural University,1
60011425,American Museum of Natural History,1
60007670,Smithsonian National Museum of Natural History,1
60005502,National Centre for Biological Sciences,1
60001989,USDA Agricultural Research Service,1
60001181,"University of Agricultural Sciences, Bangalore",1
130119473,Mountain Bee Development Center,1
126250735,Dr. Rajendra Prasad Central Agricultural University,1
116365966,Agriculture and Forestry University,1
100394810,Bee Research and Development Centre,1
60019285,Bangkok Metropolitan Electricity Authority,1
112979650,Golden Jubilee Medical Center,2
129445870,University of Bumi Persada,1
60108639,Al-Mustaqbal University College,1
60008775,Xiangnan University,1
60003630,Ningxia University,1
126906725,National Quality Supervision and Inspection Center for Coal and Coal Chemical Products (Ningxia),1
60026404,Wills Eye Hospital,1
60020344,King Khaled Eye Specialist Hospital,1
60015277,Thomas Jefferson University,1
129038574,Chuuk State Department of Health Services,1
129038533,Independent Educational Consultant,1
118903799,Molecular Vision Laboratory,1
114184110,Einstein Healthcare Network,1
60026040,Centre de Recherche des Cordeliers,2
60276078,Government Bikram College of Commerce,1
60111704,Chandigarh University,1
60103785,Graphic Era Deemed to be University,1
60128315,State Key Laboratory of Polymer Materials Engineering,1
60120035,Department of Polymer Chemistry,1
60025141,Tokyo University of Science,1
130113707,Chulalongkorn University’s,1
60015023,The University of Texas MD Anderson Cancer Center,10
60028190,Chulalongkorn University,1921
60073386,National Cheng Kung University Hospital,3
60029157,Universiti Malaya,68
60026046,"Faculty of Medicine, Khon Kaen University",13
60024787,Prince of Wales Hospital Hong Kong,4
60022183,King Chulalongkorn Memorial Hospital,321
60020351,Chang Gung University,3
108350968,Takeda Singapore Pte Ltd.,1
60016653,Rheinisch-Westfälische Technische Hochschule Aachen,61
60106017,Université Paris-Saclay,65
60031855,"Tata Institute of Fundamental Research, Mumbai",58
60021660,Istituto Nazionale di Fisica Nucleare - INFN,58
60012306,Università degli Studi di Milano-Bicocca,63
60196721,"Faculty of Science, University of Split",58
60122606,Purdue University Northwest,58
60119141,Rutgers University–New Brunswick,58
60115855,Trento Institute for Fundamental Physics and Applications,58
60115114,"Academy of Scientific Research &amp; Technology, Cairo",58
60114764,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",58
60114762,"Istituto Nazionale di Fisica Nucleare, Sezione di Perugia",58
60114755,"Istituto Nazionale di Fisica Nucleare, Sezione di Milano",60
60114732,"Istituto Nazionale di Fisica Nucleare, Sezione di Genova",58
60114720,"Istituto Nazionale di Fisica Nucleare, Sezione di Bologna",58
60114717,"Istituto Nazionale di Fisica Nucleare, Sezione di Catania",59
60114715,"Istituto Nazionale di Fisica Nucleare, Sezione di Bari",58
60114685,"Istituto Nazionale di Fisica Nucleare, Sezione di Pavia",58
60113678,"Istituto Nazionale di Fisica Nucleare, Sezione di Firenze",58
60113665,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",58
60113625,"Narodowe Centrum Badań Jądrowych, Otwock",58
60113231,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",58
60105512,National Institute of Science Education and Research,58
60105242,"Islamic Azad University, Science and Research Branch",58
60104710,Suez University,58
60104518,Necmettin Erbakan Üniversitesi,28
60104511,Sinop Üniversitesi,58
60104504,Pîrî Reis Üniversitesi,58
60104503,İstanbul Aydın Üniversitesi,58
60104485,Bingöl Üniversitesi,57
60104365,Institute for Scintillation Materials of NAS of Ukraine,58
60104339,Indian Institute of Technology Bhubaneswar,58
60103628,Indian Institute of Science Education and Research Pune,58
60103368,Université de Strasbourg,58
60101944,Stefan-Meyer-Institut für Subatomare Physik,57
60086192,Adiyaman Üniversitesi,58
60079641,Erzincan Binali Yıldırım Üniversitesi,47
60077678,"Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split",59
60072753,Texas A&amp;M University at Qatar,58
60072059,Universidad San Francisco de Quito,58
60071909,Ivane Javakhishvili Tbilisi State University,58
60071901,Georgian Technical University,58
60071533,Recinto Universitario de Mayagüez,58
60071343,University of Cyprus,58
60071076,University of Ruhuna,55
60071057,Riga Technical University,58
60070862,Yerevan Physics Institute,60
60068857,"National Institute of Chemical Physics and Biophysics, Tallinn",58
60068815,University of Belgrade,59
60068792,Institut za Nuklearne Nauke Vinca,58
60068675,Institut fiziki vysokikh energii,58
60068673,National Research Nuclear University MEPhI,58
60064058,Quaid-i-Azam University,60
60061193,Institute for Nuclear Problems of Belarusian State University,58
60059987,Vilniaus Universitetas,59
60052106,"Universidad de Los Andes, Colombia",59
60033473,Bhabha Atomic Research Centre,58
60033316,Universiteit Gent,63
60032587,Çukurova Üniversitesi,58
60032350,Sapienza Università di Roma,59
60032179,University of Wisconsin-Madison,68
60032083,"University at Buffalo, The State University of New York",58
60031581,California Institute of Technology,58
60031546,Institute for Nuclear Research of the Russian Academy of Sciences,59
60031335,Universidad Autónoma de San Luis Potosí,48
60030674,Scuola Normale Superiore di Pisa,58
60030635,Deutsches Elektronen-Synchrotron (DESY),59
60030612,"University of California, San Diego",63
60030168,Helsinki Institute of Physics,58
60029570,Universidade Estadual de Campinas,62
60029551,Saha Institute of Nuclear Physics,58
60029526,"University of California, Riverside",61
60029445,University of Minnesota Twin Cities,65
60029428,"Karlsruher Institut für Technologie, Campus Süd",59
60029284,University of Delhi,59
60029258,Helwan University,50
60029241,"University of California, Santa Barbara",58
60028900,National and Kapodistrian University of Athens,61
60028868,Università di Pisa,62
60028628,Northeastern University,59
60028229,Universität Hamburg,62
60028218,Alma Mater Studiorum Università di Bologna,59
60028174,Isfahan University of Technology,58
60027998,Consejo Nacional de Ciencia y Tecnologia Mexico,57
60027981,Marmara Üniversitesi,59
60027950,Carnegie Mellon University,58
60027814,Universite de Haute Alsace,58
60027652,University of Seoul,63
60027631,Institute of High Energy Physics Chinese Academy of Science,59
60027561,University of Illinois at Chicago,63
60027550,"University of California, Los Angeles",60
60027299,Politecnico di Bari,58
60027165,University of Rochester,63
60026827,Rockefeller University,18
60026810,Vrije Universiteit Brussel,59
60026796,Universidad Autónoma de Madrid,59
60026306,University of Nebraska–Lincoln,59
60026175,Lawrence Livermore National Laboratory,58
60025995,IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules,58
60025858,ETH Zürich,60
60025757,Indian Institute of Technology Madras,58
60025371,The University of Alabama,59
60025278,Tsinghua University,59
60025225,University of Southampton,61
60025205,Institut fur Hochenergiephysik,58
60025187,Eötvös Loránd Tudományegyetem,58
60025153,Università degli Studi di Genova,58
60024872,Hanyang University,60
60024830,Benemerita Universidad Autonoma de Puebla,63
60024666,National Central University,58
60024324,University of Iowa,62
60023579,Budker Institute of Nuclear Physics of the Siberian Branch of the RAS,58
60023578,Université Claude Bernard Lyon 1,59
60023356,The British University in Egypt,58
60023254,Rutherford Appleton Laboratory,58
60022778,Università degli studi di Bari Aldo Moro,58
60022689,Laboratório de Instrumentacao e Física Experimental de Partículas,58
60022195,Massachusetts Institute of Technology,59
60022002,İstanbul Teknik Üniversitesi,58
60021918,University of Virginia,61
60021910,Agensi Nuklear Malaysia,58
60021859,Università degli Studi di Firenze,60
60021733,Çağ Üniversitesi,58
60021508,University of Notre Dame,58
60021285,Texas Tech University,58
60020919,Università degli Studi della Basilicata,58
60020650,University of Bristol,60
60020623,Brunel University London,60
60020585,University of Canterbury,57
60020547,Texas A&amp;M University,60
60020444,The Catholic University of America,61
60020345,Brandenburgische Technische Universität Cottbus,58
60020304,"University of Maryland, College Park",64
60020195,Paul Scherrer Institut,58
60019878,Sofia University St. Kliment Ohridski,60
60019778,Organisation Européenne pour la Recherche Nucléaire,60
60019674,Boston University,63
60018989,Visva-Bharati University,58
60018710,Alikhanov Institute for Theoretical and Experimental Physics,58
60018526,Panjab University,59
60018363,Università degli Studi di Trieste,59
60018163,Technische Universität Wien,58
60017853,Iranian Research Institute for Fundamental Sciences,58
60017323,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,63
60017293,Università degli Studi di Napoli Federico II,60
60017103,Peter the Great St. Petersburg Polytechnic University,58
60016775,International Islamic University Malaysia,46
60016605,Charles University,60
60016377,Tokat Gaziosmanpaşa Üniversitesi,57
60016340,"INFN, Laboratori Nazionali Di Frascati",59
60015986,Università di Trento,58
60015574,"The University of Tennessee, Knoxville",61
60015457,University of Kansas,60
60015206,Florida International University,58
60015197,Università degli Studi di Pavia,58
60015179,Universidad de Cantabria,58
60015150,Imperial College London,63
60014977,Petersburg Nuclear Physics Institute (PNPI),58
60014966,Peking University,60
60014598,Universidade Federal de Pelotas,57
60014439,"University of California, Davis",68
60014304,LUT University,58
60014208,Kafkas Üniversitesi,57
60014097,Indian Institute of Science,59
60013959,University of Florida,64
60013881,Fermi National Accelerator Laboratory,58
60013789,Beihang University,58
60013756,University of Warsaw,58
60013682,Seoul National University,62
60013236,Institute for Nuclear Research and Nuclear Energy Bulgarian Academy of Sciences,58
60012937,Universiteit Antwerpen,59
60012704,Kyungpook National University,58
60012614,Universität Zürich,64
60012259,Università degli Studi di Torino,58
60012119,T.C. Beykent Üniversitesi,56
60011923,Universidad Iberoamericana,58
60011460,Brown University,58
60011278,Baylor University,58
60011125,Instituto Astrofisico de Canarias,57
60010491,University of Mississippi,53
60010339,Florida Institute of Technology,58
60010146,Università degli Studi di Catania,59
60009715,Istanbul Bilgi Üniversitesi,57
60009408,Wayne State University,59
60009254,Purdue University,60
60009114,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,58
60009024,Izmir Yüksek Teknoloji Enstitüsü,57
60008794,National Science Center Kharkov Institute of Physics and Technology,58
60008377,Mersin Üniversitesi,58
60008132,Centro Brasileiro de Pesquisas Físicas,58
60007776,Cornell University,59
60007511,Sungkyunkwan University,63
60007457,Lomonosov Moscow State University,60
60007363,Northwestern University,59
60007215,Chonnam National University,60
60006793,Universidad de Oviedo,58
60006476,Utah Valley University,57
60006028,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",60
60005803,Boğaziçi Üniversitesi,58
60005686,The University of Auckland,59
60005499,Universidade do Estado do Rio de Janeiro,59
60005429,National Taiwan University,66
60005286,Rice University,58
60005273,Korea University,59
60005248,Johns Hopkins University,65
60005233,"Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas",59
60005141,University College Dublin,58
60004764,"Joint Institute for Nuclear Research, Dubna",59
60004716,University of Ioannina,59
60004400,Debreceni Egyetem,58
60004305,Middle East Technical University (METU),58
60003915,Vanderbilt University,58
60003744,Mimar Sinan Güzel Sanatlar Üniversitesi,57
60003675,Politechnika Warszawska,46
60003668,"Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""",60
60003548,Wigner Research Centre for Physics,58
60003500,The Ohio State University,61
60003269,Princeton University,58
60003003,Università degli Studi di Perugia,60
60002952,Helsingin Yliopisto,59
60002947,National Technical University of Athens,59
60002838,Università degli Studi di Siena,58
60002536,Atommagkutató Intézet,58
60002120,Institute of Physics Bhubaneswar,58
60002092,Florida State University,58
60002049,Novosibirsk State University,58
60001430,Universidade Federal do ABC,58
60001187,Jeonbuk National University,13
60001104,"National Centre for Scientific Research ""DEMOKRITOS""",58
60000961,Institut Ruđer Bošković,58
60000874,Université Catholique de Louvain,58
60000689,Kansas State University,58
60000481,Università degli Studi di Padova,64
60000308,Moscow Institute of Physics and Technology,58
60000221,University of Colorado Boulder,60
60000159,Yazd University,53
60000145,Université Libre de Bruxelles,61
126400027,Scuola Normale e Sezione dell'Infn,58
116189469,Università G. Marconi,58
60021931,Johannes Kepler University Linz,3
60009999,Universität Innsbruck,2
60031890,Medical University of Plovdiv,35
60030957,Medical University of Plovdiv Faculty of Medicine,35
60016849,University of Toronto,18
60015765,Centre for Addiction and Mental Health,8
60118475,Asian School of the Environment,1
60022498,Naresuan University,30
60021120,Kumamoto University,5
60008786,King Mongkut's University of Technology Thonburi,30
60024885,University of Arkansas for Medical Sciences,3
60014992,Universidade Federal de São Paulo,4
60002746,Harvard Medical School,23
60114687,"Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca",58
60114686,"Istituto Nazionale di Fisica Nucleare, Sezione di Torino",59
60110942,"Istituto Nazionale di Fisica Nucleare, Sezione di Padova",62
60104893,Zewail City of Science and Technology,33
60027423,Fayoum University,32
60016618,Ain Shams University,58
60106137,Institut des Neurosciences Paris-Saclay,1
60022148,University College London,6
60021182,Sun Yat-Sen University,43
60029299,United Nations High Commissioner for Refugees,1
60029906,Ecole Nationale Supérieure de Chimie de Rennes,1
60025272,The University of Tokyo,18
60021944,Kasetsart University,49
60006876,Turun yliopisto,2
60018809,Silpakorn University,29
60006861,Slovak University of Technology in Bratislava,1
60025778,"University of Michigan, Ann Arbor",6
60024322,Osaka University,10
60015481,University of Washington,10
60031859,Seattle Cancer Care Alliance,1
60003625,Fred Hutchinson Cancer Research Center,2
60103462,King Mongkut's University of Technology North Bangkok,20
60028502,Istanbul Üniversitesi,58
60010758,Université de Mons,10
119523324,Institute for Nuclear Research and Nuclear Energy of Bulgaria Academy of Sciences,57
60015728,Thailand Ministry of Public Health,28
60005935,Gunma University Faculty of Medicine,1
60272574,Accelerator Engineering Corporation,1
60014756,Gunma University,2
60012521,Thammasat University,48
60014652,Hokkaido University,8
60071160,University of Kufa,12
60018805,Deakin University,35
60017165,Khon Kaen University,31
60025779,Bangor University,2
60006964,Phramongkutklao College of Medicine,20
60199578,Ramathibodi Hospital,30
122402756,Bur-apha University,1
60012718,Mahidol University,131
60020457,Universidade Federal do Ceará,4
60006314,Prince of Songkla University,42
60030931,The University of Oklahoma,5
60023366,Rangsit University,21
60022015,National Institutes of Natural Sciences - National Institute for Physiological Sciences,1
60009116,Burapha University,24
60113829,"SCG Chemicals Co., Ltd.",8
60033085,Hirosaki University,5
60025761,Huazhong University of Science and Technology,2
60011220,"Sirindhorn International Institute of Technology, Thammasat University",13
60021543,King Mongkut's Institute of Technology Ladkrabang,17
60114641,PTT Public Company Limited,6
60031955,Shinshu University,1
60000881,Chiang Mai University,61
112924537,"QTest Labs, LLC",1
60091507,Metallurgy and Materials Research Institute Chulalongkorn University,60
60029329,"St George’s, University of London",1
60032325,Japan National Institute of Information and Communications Technology,1
60111747,University of South-Eastern Norway,1
60027866,Universidade Estadual de Londrina,36
116324567,Revitalis,35
114423726,CRC Scotland &amp; London,3
105889154,GEMAC,1
101932858,IDRPHT,1
60026526,Walailak University,17
60011047,Kyushu University,4
60117963,"Kasetsart University, Chalermphrakiat Sakon Nakhon Province Campus",4
60026905,Universitat Ramon Llull,1
60276473,Laboratory of Organic Synthesis,4
60022676,Ramkhamhaeng University,6
60000316,Srinakharinwirot University,32
60019369,University of Michigan School of Dentistry,1
60023691,"University of California, San Francisco",12
60012022,Mansoura University,1
120518646,Mayjend HM Ryacudu General Hospital,1
60018352,Nagaoka University of Technology,6
60017285,Thailand National Nanotechnology Center,28
60011947,Thailand National Center for Genetic Engineering and Biotechnology,38
60008435,Tohoku University,11
60199575,Siriraj Hospital,39
60025527,"Faculty of Medicine, Prince of Songkia University",16
60023217,Police General Hospital,5
60022738,Bhumibol Adulyadej Hospital,3
60020352,Vajira Hospital,11
60013939,"Faculty of Medicine, Thammasat University",22
60011546,Buddhachinaraj Hospital,4
60005255,Rajavithi Hospital,14
60199583,Chulalongkorn Business School,46
60029503,School of Environmental and Biological Sciences,3
60015669,Rutgers New Jersey Agricultural Experiment Station,3
60011375,Japan Advanced Institute of Science and Technology,5
60108488,Université de Montpellier,3
60027946,École Pratique des Hautes Études,1
60009278,Universite Paul-Valery Montpellier III,1
60022046,Manchester Metropolitan University,2
