id,Organization,Country
121575612,Fiber Resource Energy Cooporation Ltd,Thailand
60199573,"Faculty of Tropical Medicine, Mahidol University",Thailand
60018013,Maejo University,Thailand
105290844,Thailand Institute of Nuclear Technology,Thailand
60001385,Dhurakij Pundit University,Thailand
100861967,Office of the Prime Minister,Thailand
124142126,University Patum Thani,Thailand
60015778,PTT,Thailand
100501299,Office of Disease Prevention and Control,Thailand
111005067,Queen Savang Vadhana Memorial Hospital,Thailand
60031637,Nakornping Hospital,Thailand
109875133,amfAR - The Foundation for AIDS Research,Thailand
106545448,Bamrasnaradura Infectious Diseases Institute,Thailand
60032593,"National Health Foundation, Thailand",Thailand
124678538,CMB Foundation,Thailand
106379398,Thai-Nichi Institute of Technology,Thailand
122813842,Wongveerakit Crocodile Farm,Thailand
124821186,Faculty of Public Health,Thailand
60194923,Ubon Ratchathani Rajabhat University,Thailand
60092137,Rajamangala University of Technology Srivijaya,Thailand
101278876,Phuket Coastal Fisheries Research and Development Center,Thailand
60210153,Navamindradhiraj University,Thailand
60199571,Bangkok Metropolitan Administration General Hospital,Thailand
60026607,Hatyai Hospital,Thailand
60014909,Taksin Hospital,Thailand
123002008,Somdet Phra Pin Klao Hospital,Thailand
106443738,Bangkok Hospital Phuket,Thailand
122910027,​Rungrueng-Fertilizer.​co,Thailand
60276477,Laboratory of Biotechnology,Thailand
109897071,Bureau of Industrial Sectors Development,Thailand
60031095,Sripatum University,Thailand
60194931,Thepsatri Rajabhat University,Thailand
123924360,Smile Dog Small Animal Hospital,Thailand
100810646,Ministry of Natural Resources and Environment,Thailand
124518987,Lamphun Provincial Livestock Office,Thailand
100529141,Pathumwan Institute of Technology,Thailand
60005800,"Faculty of Medicine, Srinakharinwirot University",Thailand
60001477,Suan Dusit University,Thailand
113142787,Bangkok High Lab Co.,Thailand
112749017,Suvarnachad Animal Hospital,Thailand
60014285,"Mahosot Hospital, Lao",Thailand
101730219,Ruamrudee International School,Thailand
118273218,Center of Excellence for Pediatric Infectious Diseases and Vaccines,Thailand
60013855,Maharaj Nakorn Chiang Mai Hospital,Thailand
60028415,Ban Pong Hospital,Thailand
60016185,"Armed Forces Research Institute of Medical Sciences, Thailand",Thailand
126790845,Academy of Science,Thailand
101974214,Photharam Hospital,Thailand
60009499,"Institute of Molecular Biosciences, Mahidol University",Thailand
60105229,Rajamangala University of Technology Krungthep,Thailand
60029487,National Cancer Institute Thailand,Thailand
60020622,Phetchaburi Rajabhat University,Thailand
125860463,University of Phayo,Thailand
101524736,Mukdahan Hospital,Thailand
110071304,Chachoengsao Hospital,Thailand
124379119,Institute of HIV Research and Innovation,Thailand
60108674,Kasetsart University Sriracha Campus,Thailand
60021909,Srinagarind hospital,Thailand
60022182,Siam University,Thailand
60006092,Sawanpracharak Hospital,Thailand
122914411,Nakhon Pathom Hospital,Thailand
126849057,Chevron Offshore,Thailand
100386932,Royal Irrigation Department,Thailand
101815749,Banphaeo Hospital,Thailand
101823394,Royal Society of Thailand,Thailand
60194921,Buriram Rajabhat University,Thailand
60092136,Rajamangala University of Technology Isan,Thailand
126912383,Meticuly Co. Ltd.,Thailand
60276481,Translational Research Center,Thailand
60017101,Samitivej Hospital (Sukhumvit),Thailand
60031451,Thammasat University Hospital,Thailand
127303201,Ltd.,Thailand
113736755,Academy of Science,Thailand
60015265,Thailand Ministry of Agriculture and Cooperatives,Thailand
129490944,Ministry of Natural Resources and Environment,Thailand
126193115,Ltd.,Thailand
116434853,Phra Nakhon Si Ayutthaya Hospital,Thailand
113048398,Sports Authority of Thailand,Thailand
60250877,Thailand National Energy Technology Center (ENTEC),Thailand
123045836,Research Affairs,Thailand
120805108,Next Generation Genomic Co. Ltd.,Thailand
116339902,Safe Fertility Center,Thailand
60008902,Charoenkrung Pracharak Hospital,Thailand
126983242,Bamrasnaradura Infectious Diseases Institute,Thailand
122319249,Nopparat Rajathanee Hospital,Thailand
113059060,Central Chest Institute of Thailand,Thailand
60023422,Bangkok Hospital Medical Center,Thailand
126515937,NCI,Thailand
60023402,"Assumption University, Bangkok",Thailand
126626646,Phramongkutklao Hospital,Thailand
60020796,Bansomdejchaopraya Rajabhat University,Thailand
117011815,Ltd.,Thailand
60091555,"Thai Health Promotion Foundation, Bangkok",Thailand
60021173,Bamrasnaradura Infectious Disease Institute,Thailand
122416037,Medical Research Network of the Consortium of Thai Medical Schools,Thailand
112313581,Bureau of Epidemiology,Thailand
60105260,"Faculty of Environment and Resource Studies, Mahidol University",Thailand
100460083,Southern Veterinary Research and Development Center,Thailand
124575316,Environmental Research and Training Center,Thailand
100731174,Division of Endocrinology and Metabolism,Thailand
112583039,Associate Fellow of Royal Society of Thailand (AFRST),Thailand
60199580,College of Management Mahidol University,Thailand
126149163,Thai Business Incubators and Science Parks Association,Thailand
125876190,Sisaket Provincial Public Health Office,Thailand
102044311,Academy of Science,Thailand
127814541,Krungsri Nimble Company,Thailand
126971100,Central Technology,Thailand
116353786,VISTEC,Thailand
60277695,Khon Kaen University International College,Thailand
60019330,Cheng Shiu University,Taiwan
60021062,Tunghai University,Taiwan
60018748,National Chin-Yi University of Technology,Taiwan
60103514,"Academia Sinica, Institute of Sociology",Taiwan
60211810,School of Medicine,Taiwan
60022174,Changhua Christian Hospital,Taiwan
60116768,National Kaohsiung University of Science and Technology,Taiwan
60029740,Chung Yuan Christian University,Taiwan
60108698,National Pingtung University,Taiwan
60011357,National Sun Yat-Sen University,Taiwan
60023529,National Taiwan Ocean University,Taiwan
60104521,University of Taipei,Taiwan
60030015,Fu Jen Catholic University College of Medicine,Taiwan
60032738,Koo Foundation Sun Yat-Sen Cancer Center Taiwan,Taiwan
100802051,Taitung Christian Hospital,Taiwan
60029399,National United University Taiwan,Taiwan
60012370,National Chiao Tung University,Taiwan
60006988,China Medical University,Taiwan
128947994,Purple Sun Clinic,Taiwan
60025370,National Taiwan University College of Medicine,Taiwan
60010037,National Health Research Institutes Taiwan,Taiwan
60002350,Taipei Medical University Hospital,Taiwan
60211822,College of Medicine,Taiwan
60211567,School of Medicine,Taiwan
60018029,National Tsing Hua University,Taiwan
60016433,Tzu Chi University,Taiwan
116581287,Buddhist Tzu Chi Medical Foundation,Taiwan
60073386,National Cheng Kung University Hospital,Taiwan
60020351,Chang Gung University,Taiwan
60024666,National Central University,Taiwan
60005429,National Taiwan University,Taiwan
60092851,"Academia Sinica, Research Center for Environmental Changes",Taiwan
60073385,National Taiwan University Hospital,Taiwan
60031913,Chang Gung Memorial Hospital,Taiwan
60073391,Chang Gung University College of Medicine,Taiwan
60069716,National Yang-Ming University Taiwan,Taiwan
60021605,Veterans General Hospital-Kaohsiung Taiwan,Taiwan
60013314,Veterans General Hospital-Taipei,Taiwan
60091990,"Academia Sinica, Institute of Astronomy and Astrophysics",Taiwan
60072384,Kainan University Taiwan,Taiwan
60072429,Asia University,Taiwan
60031941,China Medical University Hospital,Taiwan
60012256,Kaohsiung Medical University,Taiwan
60073387,Kaohsiung Medical University Chung-Ho Memorial Hospital,Taiwan
60012392,National Taipei University of Technology,Taiwan
60027767,Chung Shan Medical University,Taiwan
60072385,Kao Yuan University Taiwan,Taiwan
60212164,China Medical University College of Medicine,Taiwan
60006121,Veterans General Hospital-Taichung Taiwan,Taiwan
114817878,MacKay Children's Hospital,Taiwan
60211721,College of Medical and Health Science,Taiwan
60014982,National Cheng Kung University,Taiwan
60022095,Taipei Medical University,Taiwan
60107208,Sunway University,Malaysia
60032354,"Universiti Sains Malaysia, Health Campus",Malaysia
60029395,Hospital Canselor Tuanku Muhriz UKM,Malaysia
121318717,Klinik Pakar Y&amp;C,Malaysia
121318641,Klnic Chong,Malaysia
100447376,Ipoh Gastro Centre,Malaysia
100401413,Fatimah Hospital,Malaysia
60002512,"School of Medical Sciences, Universiti Sains Malaysia",Malaysia
60090601,Universiti Teknologi Malaysia Kuala Lumpur,Malaysia
60024451,Universiti Malaysia Sarawak,Malaysia
60103837,Hospital Pulau Pinang,Malaysia
113110264,Loh Guan Lye Specialists Centre,Malaysia
100380861,Island Hospital,Malaysia
113213650,Hospital Queen Elizabeth II,Malaysia
60216852,Faculty of Engineering,Malaysia
129768385,Aurelius Hospital Nilai,Malaysia
121989463,Thomson Hospital Kota Damansara,Malaysia
60004351,Universiti Teknologi MARA,Malaysia
60106663,RCSI &amp; UCD Malaysia Campus,Malaysia
60017880,Universiti Malaysia Sabah,Malaysia
60020127,Forest Research Institute Malaysia,Malaysia
60029157,Universiti Malaya,Malaysia
60021910,Agensi Nuklear Malaysia,Malaysia
60016775,International Islamic University Malaysia,Malaysia
60101841,UCSI University,Malaysia
60018894,Monash University Malaysia,Malaysia
60001821,Universiti Kebangsaan Malaysia,Malaysia
60000906,Universiti Sains Malaysia,Malaysia
110104324,Hospital Queen Elizabeth,Malaysia
106633468,Ampang Hospital,Malaysia
60090708,Universiti Tunku Abdul Rahman,Malaysia
60078085,Universiti Malaysia Terengganu,Malaysia
60025984,WorldFish,Malaysia
112623587,International Specialist Eye Centre,Malaysia
60090694,School of Materials and Mineral Resources Engineering,Malaysia
60025577,Universiti Putra Malaysia,Malaysia
60000968,"Faculty of Medicine, UKM",Malaysia
60021005,Universiti Teknologi Malaysia,Malaysia
60090616,The University of Nottingham Malaysia Campus,Malaysia
60090632,Hospital Raja Permaisuri Bainun,Malaysia
60078092,"Asian Institute of Medicine, Science &amp; Technology",Malaysia
100561657,Sibu Hospital,Malaysia
126504827,Hospital Selayang,Malaysia
60090681,"Normah Medical Specialist Centre, Malaysia",Malaysia
60002763,Universiti Utara Malaysia,Malaysia
60103563,The University of Hong Kong Li Ka Shing Faculty of Medicine,Hong Kong
60024787,Prince of Wales Hospital Hong Kong,Hong Kong
60006541,The University of Hong Kong,Hong Kong
60002798,Chinese University of Hong Kong,Hong Kong
60013983,City University of Hong Kong,Hong Kong
60008928,The Hong Kong Polytechnic University,Hong Kong
60022769,Prince Philip Dental Hospital,Hong Kong
60033020,Queen Mary Hospital Hong Kong,Hong Kong
60114498,"The University of Hong Kong, State Key Laboratory of Liver Research",Hong Kong
60015772,KK Women's And Children's Hospital,Singapore
60007189,Gleneagles Hospital,Singapore
106710368,KK Hospital,Singapore
100349774,General Hospital,Singapore
60113370,"A-Star, Singapore Immunology Network",Singapore
60018933,Singapore Management University,Singapore
60025076,National Neuroscience Institute of Singapore,Singapore
60114771,Singapore Botanic Gardens,Singapore
108350968,Takeda Singapore Pte Ltd.,Singapore
60118475,Asian School of the Environment,Singapore
60017958,Singapore General Hospital,Singapore
60017161,National University of Singapore,Singapore
60031325,National University Hospital,Singapore
115008182,Ng Teng Fong General Hospital,Singapore
116390586,Gerstel LLP,Singapore
60005510,Nanyang Technological University,Singapore
60118622,Earth Observatory of Singapore,Singapore
60104290,Singapore University of Technology and Design,Singapore
60031809,"National Cancer Centre, Singapore",Singapore
60106366,National University Health System,Singapore
60106362,Cancer Science Institute of Singapore,Singapore
60031198,"A-Star, Genome Institute of Singapore",Singapore
60026680,NUS Yong Loo Lin School of Medicine,Singapore
60095034,Duke-NUS Medical School,Singapore
60095089,"Raffles Hospital, Singapore",Singapore
60108881,Newcastle University Singapore,Singapore
60106411,Leibniz Institute for the Social Sciences GESIS,Germany
60032515,Universitätsklinikum Würzburg,Germany
60030807,Universität Regensburg,Germany
60007774,Forschungszentrum Jülich GmbH,Germany
60021763,Universität Potsdam,Germany
60004017,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),Germany
60017246,Eberhard Karls Universität Tübingen,Germany
60077260,MLL Münchner Leukämielabor GmbH,Germany
127618320,Independent Consultant,Germany
60008293,Universität Bremen,Germany
60002681,"Universitätsklinikum Gießen und Marburg, Standort Marburg",Germany
60072277,Senckenberg Forschungsinstitut und Naturmuseum,Germany
60017134,Justus-Liebig-Universität Gießen,Germany
120258784,Leibniz-Institut für Werkstofforientierte Technologien IWT,Germany
60117640,TUM Fakultät für Medizin,Germany
60008610,Deutsches Primatenzentrum,Germany
60204324,Medizinische Fakultät Münster,Germany
112607885,Center for Rhinology and Allergology,Germany
60014059,Martin-Luther-Universität Halle-Wittenberg,Germany
60024052,Hannover Medical School,Germany
60028673,Siemens AG,Germany
60015595,Universität Bielefeld,Germany
60025525,Universität Konstanz,Germany
60072305,Universitätsklinikum Düsseldorf,Germany
60025310,Heinrich-Heine-Universität Düsseldorf,Germany
60117421,Staatliches Museum für Naturkunde Stuttgart,Germany
60016653,Rheinisch-Westfälische Technische Hochschule Aachen,Germany
60030635,Deutsches Elektronen-Synchrotron (DESY),Germany
60029428,"Karlsruher Institut für Technologie, Campus Süd",Germany
60028229,Universität Hamburg,Germany
60020345,Brandenburgische Technische Universität Cottbus,Germany
60031216,Johannes Gutenberg-Universität Mainz,Germany
60005322,Ruhr-Universitat Bochum,Germany
60102538,Karlsruher Institut für Technologie,Germany
60007493,Universität Bonn,Germany
60026606,Max-Planck-Institut für Eisenforschung GmbH,Germany
116502249,Private Practice,Germany
101695716,Private Practice,Germany
60029931,Universitätsklinikum Erlangen,Germany
60020016,Klinikum der Universität Regensburg und Medizinische Fakultät,Germany
60005036,Universitätsklinikum Hamburg-Eppendorf,Germany
60028717,Ludwig-Maximilians-Universität München,Germany
60021561,Max Planck Institute for Extraterrestrial Physics,Germany
60024025,Universität zu Köln,Germany
60008248,"Universitätsklinikum Gießen und Marburg, Standort Gießen",Germany
60006490,Universitätsklinikum Münster,Germany
60000762,Humboldt-Universität zu Berlin,Germany
60074077,Institut für Weltwirtschaft an der Universität Kiel,Germany
60011807,Boehringer Ingelheim Pharma GmbH &amp; Co. KG,Germany
60025167,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,Germany
60008069,Technische Universität Chemnitz,Germany
60024007,Helmholtz Center Munich German Research Center for Environmental Health,Germany
60000291,Klinikum der Universität München,Germany
60115247,CeGaT GmbH,Germany
60019722,Technische Universität München,Germany
112607808,Medical Genetic Center Munich,Germany
60018229,Helmholtz Zentrum für Umweltforschung,Germany
112997365,Baxter Deutschland GmbH,Germany
60000401,Westfälische Wilhelms-Universität Münster,Germany
60204358,Medizinische Fakultät,Germany
126683900,Partner Site Bonn-Cologne,Germany
60032991,Technische Universität Dortmund,Germany
60022995,Bergische Universität Wuppertal,Germany
60012804,Max-Planck-Institut für Kernphysik,Germany
60000765,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany
60075676,Vivantes Humboldt-Klinikum,Germany
60022786,Universitätsmedizin Greifswald,Germany
60022135,Universitätsmedizin Mainz,Germany
60011891,Universität Trier,Germany
60031514,Georg-August-Universität Göttingen,Germany
60075693,Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V.,Germany
60030245,Deutsches GeoForschungsZentrum (GFZ),Germany
60025641,Universität Freiburg,Germany
60020318,Max Planck Institute for Biogeochemistry,Germany
60012689,Julius-Maximilians-Universität Würzburg,Germany
60008658,Uniklinik Köln,Germany
60001643,Zentrum für Entwicklungsforschung,Germany
119071584,Brandenburg State Forestry Center of Excellence,Germany
112850356,Referat für Gesundheit und Umwelt,Germany
60204103,Medizinische Fakultät,Germany
60002043,Klinikum Schwabing,Germany
60021567,AP-HP Assistance Publique - Hopitaux de Paris,France
60108183,Applications des Ultrasons à la Thérapie,France
60102125,Université de Bordeaux,France
60123796,Université Paris Cité,France
100610420,Institut de recherche pour le développement (IRD) UMI 174-PHPT,France
60070476,Centre INRAE Nouvelle-Aquitaine Bordeaux,France
60007136,Laboratoire des Signaux et Systèmes,France
60004412,IRIS Institut de Recherches Internationales Servier,France
60107094,Centre de Physique des Particules de Marseille,France
60068946,LP2I - Laboratoire de Physique des Deux Infinis Bordeaux,France
60032006,Nantes Université,France
60104653,Université Grenoble Alpes,France
60023970,Hôpital Henri Mondor,France
60021073,Hopital Dupuytren,France
113098572,Hôpital Privé Jean Mermoz,France
60009445,CHU Angers,France
112625701,LUNAM University,France
60108493,"Maladies Infectieuses et Vecteurs : Écologie, Génétique, Évolution et Contrôle",France
60003674,L'Observatoire de Paris,France
60112757,Excelia Business School,France
60083602,Institut Européen des Membranes UMR5635,France
60123084,"Laboratoire Cognition, Langues, Langage, Ergonomie",France
60105533,"Laboratoire de Psychologie : Cognition, Comportement, Communication (LP3C)",France
60026040,Centre de Recherche des Cordeliers,France
60106017,Université Paris-Saclay,France
60103368,Université de Strasbourg,France
60027814,Universite de Haute Alsace,France
60025995,IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules,France
60023578,Université Claude Bernard Lyon 1,France
60106137,Institut des Neurosciences Paris-Saclay,France
60029906,Ecole Nationale Supérieure de Chimie de Rennes,France
105889154,GEMAC,France
101932858,IDRPHT,France
60108488,Université de Montpellier,France
60027946,École Pratique des Hautes Études,France
60009278,Universite Paul-Valery Montpellier III,France
60024614,INSA Toulouse,France
60208832,Institut Pluridisciplinaire Hubert Curien,France
60105986,Laboratoire Leprince-Ringuet,France
60004781,Ipsen,France
60104665,Université de Lille,France
60030052,Institut National Polytechnique de Toulouse,France
60001091,INRAE Occitanie-Toulouse Centre,France
60256997,INEE - Institut Écologie et Environnement,France
122241914,Coral Guardian,France
105250833,Intergovernmental Oceanographic Commission,France
60102127,Aix Marseille Université,France
60001772,"Institut Pasteur, Paris",France
60111262,Innovation et Développement dans l'Agriculture et l'Alimentation (Innovation),France
60031011,CIRAD,France
60106184,"Astrophysique, Instrumentation et Modélisation de Paris-Saclay",France
60007671,Laboratoire d'Astrophysique de Marseille,France
60005667,École Normale Supérieure de Lyon,France
60018139,Hopital Edouard Herriot,France
60109179,Centre de Nanosciences et de Nanotechnologies,France
60013425,École polytechnique,France
60029689,Université d'Orléans,France
60001422,Sorbonne Université,France
60027245,Université Toulouse III - Paul Sabatier,France
60210254,Institut de Physique des 2 Infinis de Lyon,France
60027386,Institut de Cancerologie Gustave Roussy,France
60021628,Centre Antoine &#x96; Lacassagne,France
60108299,Centre International de Recherche en Infectiologie,France
106453720,Agence de Médecine Préventive,France
60020859,Centre Hospitalier Universitaire de Poitiers,France
60003362,Groupe Hospitalier Pellegrin,France
60069774,Institut Universitaire des Systèmes Thermiques Industriels,France
60033039,Hopital de La Conception,France
60029937,Université de Versailles Saint-Quentin-en-Yvelines,France
125814719,COVID-19 Task Force of the Young-Otolaryngologists of the International Federations of Oto-Rhino-Laryngological Societies (YO-IFOS),France
60112046,Interaction Sol Plante Atmosphère,France
60106100,"Laboratoire Écologie, Systématique et Évolution",France
60170371,Université des Antilles,France
60111037,Silva,France
60104289,Université de Lorraine,France
60029631,Institut Universitaire de France,France
60025735,IRD Centre de Montpellier,France
60001780,Centre Hospitalier Lyon-Sud,France
60016524,Manipal Academy of Higher Education,India
115544835,Sir H.N. Reliance Foundation Hospital,India
60117148,Tamil Nadu Dr. J. Jayalalithaa Fisheries University,India
60012959,Periyar University,India
126359528,Adhiyamaan Educational Research Institute,India
60105866,Kerala University of Fisheries and Ocean Studies,India
111375784,Dr Kamashi Memorial Hospital,India
60170520,PSG Institute of Technology and Applied Research,India
60111823,Thiruvalluvar University,India
60108624,Muthurangam Government Arts College (Autonomus),India
60114580,"Sri Ramakrishna College of Arts and Science, Coimbatore",India
60110904,Dr. N.G.P. Arts and Science College,India
126973004,Vivekanandha Arts and Science College for Women,India
60109780,"Institute of Nano Science and Technology, Mohali",India
115054868,University School of Pharmaceutical Sciences,India
60097223,National Institute of Technology Silchar,India
60107090,Hindustan Institute of Technology and Science,India
122427392,University VOC College of Engineering,India
122415631,Nehru Institute of Technology,India
116700778,Jyothy Institute of Technology,India
60103561,"National Institute of Technology, Durgapur",India
60108640,KPR Institute of Engineering and Technology,India
60117325,"Dibrugarh University, Department of Pharmaceutical Sciences",India
60002686,Punjab Agricultural University,India
60114400,Valliammai Engineering College,India
60021176,Anna University,India
60008157,Vinayaka Mission's Research Foundation,India
60079452,"Kalinga Institute of Industrial Technology, Bhubaneswar",India
60070270,Ashoka Trust for Research in Ecology and the Environment,India
60069595,"National Institute of Advanced Studies, Bangalore",India
60013290,University of Mysore,India
60109335,Saveetha Medical College and Hospital,India
117098933,Manipal Hospitals,India
112928438,Lokmanya Tilak Medical College and General Hospital,India
60004534,Apollo Hospitals Group,India
60189561,Vinayaka Mission's Kirupananda Variyar Arts and Science College,India
60104927,"Dr. D. Y. Patil Medical College, Hospital &amp; Research Centre, Dr. D. Y. Patil Vidyapeeth, Pune",India
125595006,Central Institute of Petrochemicals Engineering and Technology (CIPET),India
60005996,St. John's Medical College,India
60079949,Homi Bhabha National Institute,India
60094091,Chaitanya Bharathi Institute of Technology,India
60010618,Vellore Institute of Technology,India
60081403,"Diabetes Foundation (India), New Delhi",India
130143740,Shri Jagdishprasad Jhabarmal Tibrewala University,India
100545366,Research Foundation,India
60032269,Aligarh Muslim University,India
60107631,University of Petroleum and Energy Studies,India
60194976,KEM Hospital,India
60109396,"JSS Medical College &amp; Hospital, Mysuru",India
60011524,Sher-I-Kashmir Institute of Medical Sciences,India
124648242,Pulmocare Research and Education (PURE) Foundation,India
112842321,Chest Research Foundation,India
106587565,Indian Institute of Environmental Medicine,India
60095147,Ganpat University,India
60111820,Gujarat Technological University,India
60005412,Institute of Himalayan Bioresource Technology India,India
60109606,Saveetha Institute of Medical and Technical Sciences,India
106704511,Jnana Prabodihini's Institute of Psychology,India
60071274,Institute of Human Behaviour &amp; Allied Sciences,India
60012304,Guru Gobind Singh Indraprastha University,India
60009790,"All India Institute of Medical Sciences, New Delhi",India
112905279,BLK Super Speciality Hospital,India
60094571,Lovely Professional University,India
60106557,Sikkim Manipal Institute of Medical Sciences,India
100370674,Delhi Pharmaceutical Sciences and Research University,India
60024232,University of Calcutta,India
60105868,Central University of Kerala,India
60103629,Indian Institute of Science Education and Research Thiruvananthapuram,India
60019683,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,India
60005502,National Centre for Biological Sciences,India
60001181,"University of Agricultural Sciences, Bangalore",India
126250735,Dr. Rajendra Prasad Central Agricultural University,India
60276078,Government Bikram College of Commerce,India
60111704,Chandigarh University,India
60103785,Graphic Era Deemed to be University,India
60031855,"Tata Institute of Fundamental Research, Mumbai",India
60105512,National Institute of Science Education and Research,India
60104339,Indian Institute of Technology Bhubaneswar,India
60103628,Indian Institute of Science Education and Research Pune,India
60033473,Bhabha Atomic Research Centre,India
60029551,Saha Institute of Nuclear Physics,India
60029284,University of Delhi,India
60025757,Indian Institute of Technology Madras,India
60018989,Visva-Bharati University,India
60018526,Panjab University,India
60014097,Indian Institute of Science,India
60002120,Institute of Physics Bhubaneswar,India
60103626,Indian Institute of Science Education and Research Bhopal,India
60000653,"Christian Medical College, Vellore",India
60109019,Shoolini University,India
60029516,University of Hyderabad,India
60070269,Ispat General Hospital,India
60009843,Indian Institute of Foreign Trade,India
123929234,Institute of Physics,India
60011023,University of Kalyani,India
60076774,Amity University,India
60004095,University of Lucknow,India
60069491,Zoological Survey of India,India
60031475,Savitribai Phule Pune University,India
60014340,SRM Institute of Science and Technology,India
60006536,JAIN (Deemed-to-be University),India
60013041,Bharathiar University,India
101942078,Slum/Shack Dwellers International (SDI),India
60010126,Indian Institute of Technology Guwahati,India
60014153,Indian Institute of Technology Bombay,India
109526604,G.H.G. Khalsa College,India
116728956,National Institute of Tuberculosis and Respiratory Diseases,India
60018517,Tata Memorial Hospital,India
123456490,VPS Lakeshore Hospital,India
126395351,The Wire,India
60117285,SRM Institute of Science and Technology Ramapuram Campus,India
60005147,SASTRA Deemed University,India
60109767,Academy of Maritime Education and Training,India
60109336,Saveetha School of Engineering,India
60104605,Bharath Institute of Higher Education and Research,India
60103697,"Anna University of Technology, Tiruchirappalli",India
60016712,Alagappa University,India
60014273,B.S.Abdur Rahman University,India
60105818,M.Kumarasamy College of Engineering,India
60102230,Max Healthcare,India
60025589,Jamia Hamdard,India
60016175,National Institute of Mental Health and Neuro Sciences,India
60110821,"All India Institute of Medical Sciences, Bhubaneswar",India
60025015,Sanjay Gandhi Postgraduate Institute of Medical Sciences Lucknow,India
60021599,King George's Medical University,India
127014450,Mahatma Gandhi Tribal Hospital,India
60114077,"GLA University, Mathura",India
60079728,"SSN College of Engineering, Kalavakkam",India
60023330,Sathyabama Institute of Science and Technology,India
60250860,Atria Institute of Technology,India
60032358,"Indian Institute of Information Technology, Allahabad",India
60107629,Institute of Liver and Biliary Sciences,India
60079572,Siksha O Anusandhan (Deemed to be University),India
60016172,Asian Institute of Gastroenterology India,India
60015187,Lokmanya Tilak Municipal General Hospital,India
60000137,"Postgraduate Institute of Medical Education &amp; Research, Chandigarh",India
116430566,St. John’s Medical College,India
114434381,VGM Hospital,India
113492048,Global Hospitals,India
100337640,DMC and Hospital,India
60071281,Mysore Medical College,India
60113676,"Istituto di Geoscienze e Georisorse, Sezione di Firenze",Italy
116531760,Institute for Clinical Research and Education in Medicine (IREM),Italy
60004969,Università di Parma,Italy
60026777,Università degli Studi della Campania Luigi Vanvitelli,Italy
60021199,Consiglio Nazionale delle Ricerche,Italy
60003553,Food and Agriculture Organization of the United Nations,Italy
60024690,University of Ferrara,Italy
60012630,Università degli Studi Roma Tre,Italy
60073799,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Italy
60009622,Università Vita-Salute San Raffaele,Italy
60000799,Università di Verona Scuola di Medicina e Chirurgia,Italy
60138561,Papa Giovanni XXIII Hospital,Italy
60031984,"Università Cattolica del Sacro Cuore, Campus di Roma",Italy
60032259,Università degli Studi di Cagliari,Italy
123896827,AdRes,Italy
60077404,Bioversity International,Italy
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Italy
60012306,Università degli Studi di Milano-Bicocca,Italy
60115855,Trento Institute for Fundamental Physics and Applications,Italy
60114764,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",Italy
60114762,"Istituto Nazionale di Fisica Nucleare, Sezione di Perugia",Italy
60114755,"Istituto Nazionale di Fisica Nucleare, Sezione di Milano",Italy
60114732,"Istituto Nazionale di Fisica Nucleare, Sezione di Genova",Italy
60114720,"Istituto Nazionale di Fisica Nucleare, Sezione di Bologna",Italy
60114717,"Istituto Nazionale di Fisica Nucleare, Sezione di Catania",Italy
60114715,"Istituto Nazionale di Fisica Nucleare, Sezione di Bari",Italy
60114685,"Istituto Nazionale di Fisica Nucleare, Sezione di Pavia",Italy
60113678,"Istituto Nazionale di Fisica Nucleare, Sezione di Firenze",Italy
60113665,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",Italy
60113231,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",Italy
60032350,Sapienza Università di Roma,Italy
60030674,Scuola Normale Superiore di Pisa,Italy
60028868,Università di Pisa,Italy
60028218,Alma Mater Studiorum Università di Bologna,Italy
60027299,Politecnico di Bari,Italy
60025153,Università degli Studi di Genova,Italy
60022778,Università degli studi di Bari Aldo Moro,Italy
60021859,Università degli Studi di Firenze,Italy
60020919,Università degli Studi della Basilicata,Italy
60018363,Università degli Studi di Trieste,Italy
60017293,Università degli Studi di Napoli Federico II,Italy
60016340,"INFN, Laboratori Nazionali Di Frascati",Italy
60015986,Università di Trento,Italy
60015197,Università degli Studi di Pavia,Italy
60012259,Università degli Studi di Torino,Italy
60010146,Università degli Studi di Catania,Italy
60003668,"Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""",Italy
60003003,Università degli Studi di Perugia,Italy
60002838,Università degli Studi di Siena,Italy
60000481,Università degli Studi di Padova,Italy
126400027,Scuola Normale e Sezione dell'Infn,Italy
116189469,Università G. Marconi,Italy
60114687,"Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca",Italy
60114686,"Istituto Nazionale di Fisica Nucleare, Sezione di Torino",Italy
60110942,"Istituto Nazionale di Fisica Nucleare, Sezione di Padova",Italy
60073812,Laboratori Nazionali di Legnaro,Italy
